name,gpu_chip,released,bus,memory,gpu_clock,memory_clock,shaders/TMUs/ROPs,TDP
HD Graphics 5500,Broadwell GT2,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,15
HD Graphics 6000,Broadwell GT3,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,15
HD Graphics 620,Kaby Lake GT2,"Aug 30th, 2016",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,15
HD Graphics 630,Kaby Lake GT2,"Aug 30th, 2016",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
HD Graphics 630,Kaby Lake GT2,"Aug 30th, 2016",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
HD Graphics P530,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,192 / 16 / 3,15
HD Graphics P630,Kaby Lake GT2,"Aug 5th, 2016",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
Iris Graphics 540,Skylake GT3e,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,15
Iris Graphics 550,Skylake GT3e,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,15
Iris Plus Graphics 640,Kaby Lake GT3e,"Jan 3rd, 2017",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,15
Iris Plus Graphics 645,Coffee Lake GT3e,"Oct 7th, 2019",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,15
Iris Plus Graphics 650,Kaby Lake GT3e,"Jan 3rd, 2017",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,15
Iris Plus Graphics 655,Coffee Lake GT3e,"Apr 3rd, 2018",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,15
Iris Plus Graphics G4,Ice Lake GT1,"May 29th, 2019",Ring Bus,System Shared,300 MHz,System Shared,384 / 24 / 8,15
Iris Plus Graphics G7,Ice Lake GT2,"May 4th, 2020",Ring Bus,System Shared,300 MHz,System Shared,512 / 32 / 8,15
Iris Pro Graphics 580,Skylake GT4e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,576 / 72 / 9,15
Iris Pro Graphics P555,Skylake GT3e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,384 / 48 / 6,15
Iris Pro Graphics P580,Skylake GT4e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,576 / 72 / 9,15
Iris Pro Graphics P580,Skylake GT4e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,576 / 72 / 9,15
Iris Xe Graphics G4,Tiger Lake GT2,"Sep 2nd, 2020",Ring Bus,System Shared,300 MHz,System Shared,384 / 24 / 12,15
Iris Xe Graphics G7 80EU,Tiger Lake GT2,"Sep 2nd, 2020",Ring Bus,System Shared,300 MHz,System Shared,640 / 40 / 20,15
Iris Xe Graphics G7 96EU,Tiger Lake GT2,"Sep 2nd, 2020",Ring Bus,System Shared,300 MHz,System Shared,768 / 48 / 24,15
UHD Graphics,Amber Lake GT2,"Aug 21st, 2019",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,15
UHD Graphics,Comet Lake GT1,"Aug 21st, 2019",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,15
UHD Graphics,Comet Lake GT2,"Aug 21st, 2019",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,15
UHD Graphics,Tiger Lake GT1,2021,Ring Bus,System Shared,350 MHz,System Shared,256 / 16 / 8,15
UHD Graphics,Rocket Lake GT1,2021,Ring Bus,System Shared,300 MHz,System Shared,128 / 8 / 8,15
UHD Graphics 610,Coffee Lake GT1,"Apr 3rd, 2018",Ring Bus,System Shared,350 MHz,System Shared,96 / 12 / 2,15
UHD Graphics 610,Coffee Lake GT1,"Apr 3rd, 2018",Ring Bus,System Shared,300 MHz,System Shared,96 / 12 / 2,15
UHD Graphics 610,Comet Lake GT1,"Apr 30th, 2020",Ring Bus,System Shared,350 MHz,System Shared,96 / 12 / 2,15
UHD Graphics 615,Amber Lake GT2,"Nov 7th, 2018",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,15
UHD Graphics 617,Amber Lake GT2,"Nov 7th, 2018",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,15
UHD Graphics 620,Kaby Lake GT2,"Sep 1st, 2017",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,15
UHD Graphics 620,Whiskey Lake GT2,"Aug 28th, 2018",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,15
UHD Graphics 630,Coffee Lake GT2,"Sep 1st, 2017",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
UHD Graphics 630,Comet Lake GT2,"Apr 30th, 2020",Ring Bus,System Shared,350 MHz,System Shared,184 / 23 / 3,15
UHD Graphics 630,Coffee Lake GT2,"Apr 3rd, 2018",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
UHD Graphics 630,Comet Lake GT2,"Apr 30th, 2020",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
UHD Graphics 630,Coffee Lake GT2,"Sep 1st, 2017",Ring Bus,System Shared,350 MHz,System Shared,184 / 23 / 3,15
UHD Graphics 730,Rocket Lake GT1,"Mar 30th, 2021",Ring Bus,System Shared,300 MHz,System Shared,192 / 12 / 8,15
UHD Graphics 750,Rocket Lake GT1,"Mar 30th, 2021",Ring Bus,System Shared,300 MHz,System Shared,256 / 16 / 8,15
UHD Graphics 770,Alder Lake GT1,"Nov 4th, 2021",Ring Bus,System Shared,300 MHz,System Shared,256 / 16 / 8,15
UHD Graphics G1,Ice Lake GT1,"May 29th, 2019",Ring Bus,System Shared,300 MHz,System Shared,256 / 16 / 8,15
UHD Graphics G4,Lakefield GT1,"May 28th, 2020",Ring Bus,System Shared,200 MHz,System Shared,384 / 32 / 8,15
UHD Graphics G7,Lakefield GT2,"May 28th, 2020",Ring Bus,System Shared,200 MHz,System Shared,512 / 32 / 8,15
UHD Graphics P630,Coffee Lake GT2,"May 24th, 2018",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
UHD Graphics P630,Coffee Lake GT2,"May 24th, 2018",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
UHD Graphics P630,Comet Lake GT2,"May 13th, 2020",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
UHD Graphics P630,Comet Lake GT2,"May 13th, 2020",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,15
UHD Graphics P750,Rocket Lake GT1,2021,Ring Bus,System Shared,300 MHz,System Shared,256 / 64 / 32,15
Jetson TX1 GPU,GM20B,"Jan 4th, 2015",IGP,System Shared,1000 MHz,System Shared,256 / 16 / 16,15
Jetson TX2 GPU,GP10B,2016,IGP,System Shared,854 MHz,System Shared,256 / 16 / 16,15
Jetson Xavier NX GPU,GV10B,"May 14th, 2020",IGP,System Shared,854 MHz,System Shared,384 / 24 / 16,15
Switch GPU 16nm,GM20B,"Aug 16th, 2019",IGP,"4 GB, DDR4, 64 bit",384 MHz,1600 MHz,256 / 16 / 16,15
Switch GPU 20nm,GM20B,"Mar 17th, 2017",IGP,"4 GB, DDR4, 64 bit",384 MHz,1600 MHz,256 / 16 / 16,15
GeForce 920MX,GM108,"Mar 25th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",965 MHz,900 MHz,256 / 24 / 8,16
GeForce Go 6200,NV44,"Feb 1st, 2006",PCIe 1.0 x16,"32 MB, DDR, 64 bit",300 MHz,300 MHz,4 / 3 / 4 / 2,16
Quadro NVS 300M,G73,"May 24th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",500 MHz,700 MHz,8 / 4 / 8 / 8,16
Radeon HD 7400G IGP,Scrapper,"Oct 2nd, 2012",IGP,System Shared,327 MHz,System Shared,192 / 12 / 4,17
Radeon HD 7500G IGP,Devastator Lite,"May 15th, 2012",IGP,System Shared,327 MHz,System Shared,256 / 16 / 8,17
Radeon R4 Mobile Graphics,Spectre SL,"Sep 17th, 2014",IGP,System Shared,533 MHz,System Shared,192 / 12 / 8,17
Radeon R6 Mobile Graphics,Spectre Lite,"Sep 17th, 2014",IGP,System Shared,533 MHz,System Shared,384 / 24 / 8,17
FirePro 2460 Multi-View,Cedar,"Apr 1st, 2010",PCIe 2.0 x16,"512 MB, DDR3, 256 bit",500 MHz,500 MHz,80 / 8 / 4,17
GeForce 930MX,GM108,"Mar 1st, 2016",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",952 MHz,900 MHz,384 / 24 / 8,17
Quadro FX 360M,G86,"May 9th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",400 MHz,600 MHz,16 / 8 / 4,17
Radeon HD 6310 IGP,Loveland,"Nov 9th, 2010",IGP,System Shared,488 MHz,System Shared,80 / 8 / 4,18
Radeon HD 6310 IGP,Loveland,"Nov 9th, 2010",IGP,System Shared,276 MHz,System Shared,80 / 8 / 4,18
Radeon HD 6320 IGP,Loveland,"Aug 15th, 2011",IGP,System Shared,508 MHz,System Shared,80 / 8 / 4,18
Radeon HD 6450,Caicos,"Apr 7th, 2011",PCIe 2.0 x16,"512 MB, GDDR5, 64 bit",625 MHz,800 MHz,160 / 8 / 4,18
Radeon HD 6450 OEM,Caicos,"Feb 7th, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",625 MHz,533 MHz,160 / 8 / 4,18
Radeon HD 7290 IGP,Loveland,"Jun 6th, 2012",IGP,System Shared,276 MHz,System Shared,80 / 8 / 4,18
Radeon HD 7310 IGP,Loveland,"Jun 6th, 2012",IGP,System Shared,500 MHz,System Shared,80 / 8 / 4,18
Radeon HD 7340 IGP,Loveland,"Jun 6th, 2012",IGP,System Shared,523 MHz,System Shared,80 / 8 / 4,18
Radeon HD 7450 OEM,Caicos,"Jan 5th, 2012",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",625 MHz,533 MHz,160 / 8 / 4,18
Radeon HD 7470A,Redwood,"Jan 5th, 2012",MXM-A (3.0),"1024 MB, DDR3, 64 bit",775 MHz,800 MHz,400 / 20 / 8,18
Radeon HD 7590M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 64 bit",600 MHz,800 MHz,480 / 24 / 8,18
Radeon HD 8450 OEM,Caicos,"Jan 8th, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4,18
Radeon R5 235X OEM,Caicos,"Dec 21st, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,160 / 8 / 4,18
Radeon R5 M330,Exo,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",955 MHz,900 MHz,320 / 20 / 8,18
Radeon 9600 PRO,RV350,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",400 MHz,300 MHz,4 / 2 / 4 / 4,18
NVS 300,GT218,"Jan 8th, 2011",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",520 MHz,790 MHz,16 / 8 / 4,18
Quadro NVS 285,NV44,"Jun 6th, 2006",PCIe 1.0 x16,"128 MB, DDR2, 64 bit",275 MHz,300 MHz,4 / 3 / 4 / 2,18
Quadro P500 Mobile,GP108,"Jan 5th, 2018",PCIe 3.0 x16,"2 GB, GDDR5, 64 bit",1455 MHz,1253 MHz,256 / 16 / 16,18
Quadro P520 Mobile,GP108,"May 23rd, 2019",PCIe 3.0 x16,"2 GB, GDDR5, 64 bit",1303 MHz,1502 MHz,384 / 24 / 16,18
Quadro T1200 Mobile,TU117,"Apr 12th, 2021",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",855 MHz,1250 MHz,1024 / 64 / 32,18
Quadro4 400 NVS PCI,NV17,"Jul 16th, 2004",PCI,"64 MB, DDR, 128 bit",220 MHz,166 MHz,2 / 0 / 4 / 2,18
T500 Mobile,TU117,"Dec 2nd, 2020",PCIe 3.0 x16,"2 GB, GDDR6, 64 bit",1365 MHz,1250 MHz,896 / 56 / 32,18
Radeon HD 6230,Park,"Jul 2nd, 2011",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",650 MHz,667 MHz,80 / 8 / 4,19
Radeon HD 6250,Cedar,"Jan 31st, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",650 MHz,500 MHz,80 / 8 / 4,19
Radeon HD 6290,Cedar,"Dec 4th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 64 bit",650 MHz,800 MHz,80 / 8 / 4,19
Radeon HD 6350,Cedar,"Feb 7th, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",650 MHz,400 MHz,80 / 8 / 4,19
Radeon HD 7350 OEM,Cedar,"Jan 5th, 2012",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",650 MHz,800 MHz,80 / 8 / 4,19
Radeon HD 7350 OEM PCI,Cedar,"Jan 5th, 2012",PCI,"512 MB, GDDR3, 64 bit",650 MHz,500 MHz,80 / 8 / 4,19
Radeon HD 7600G IGP,Devastator,"Sep 1st, 2012",IGP,System Shared,320 MHz,System Shared,384 / 24 / 8,19
Radeon HD 8350 OEM,Cedar,"Jan 8th, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",650 MHz,667 MHz,80 / 8 / 4,19
Radeon R5 220 OEM,Cedar,"Dec 21st, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",650 MHz,533 MHz,80 / 8 / 4,19
Radeon R5 230,Caicos,"Apr 3rd, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4,19
Radeon R5 230 OEM,Caicos,"Dec 21st, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4,19
Radeon HD 5450,Cedar,"Feb 4th, 2010",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",650 MHz,400 MHz,80 / 8 / 4,19
Radeon HD 5450 PCI,Cedar,"Feb 4th, 2010",PCI,"512 MB, DDR2, 64 bit",650 MHz,333 MHz,80 / 8 / 4,19
Radeon HD 5450 PCIe x1,Cedar,"Feb 4th, 2010",PCIe 2.0 x1,"512 MB, DDR3, 64 bit",650 MHz,500 MHz,80 / 8 / 4,19
Radeon HD 5470,Cedar,"Feb 13th, 2012",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",650 MHz,400 MHz,80 / 8 / 4,19
Radeon HD 5490,Cedar,"Oct 28th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 64 bit",650 MHz,500 MHz,80 / 8 / 4,19
Radeon HD 5530,Cedar,"Mar 17th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 64 bit",650 MHz,600 MHz,80 / 8 / 4,19
GeForce GT 710,GK208,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,192 / 16 / 8,19
GeForce GT 710,GK208B,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,192 / 16 / 8,19
GeForce GT 710 PCIe x1,GK208B,"Mar 27th, 2014",PCIe 2.0 x1,"1024 MB, DDR3, 64 bit",954 MHz,800 MHz,192 / 16 / 8,19
GeForce GT 720,GK208,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",967 MHz,900 MHz,384 / 32 / 8,19
GeForce GT 720,GK208B,"Sep 29th, 2014",PCIe 2.0 x8,"1024 MB, DDR3, 64 bit",797 MHz,800 MHz,192 / 16 / 8,19
NVS 315,GF119,"Mar 10th, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",523 MHz,875 MHz,48 / 8 / 4,19
FirePro M3900,Seymour,"Oct 19th, 2010",PCIe 2.0 x16,"1024 MB, GDDR3, 64 bit",750 MHz,900 MHz,160 / 8 / 4,20
Radeon HD 7610M,Whistler,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",450 MHz,800 MHz,400 / 20 / 8,20
Radeon HD 7630M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",450 MHz,800 MHz,480 / 24 / 8,20
Radeon HD 7650M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",450 MHz,800 MHz,480 / 24 / 16,20
Radeon HD 7650M Rebrand,Whistler,"Mar 28th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",485 MHz,800 MHz,480 / 24 / 8,20
Radeon HD 7670M,Thames,"Feb 17th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",600 MHz,900 MHz,480 / 24 / 16,20
Radeon HD 7670M Rebrand,Whistler,"Jul 1st, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",600 MHz,900 MHz,480 / 24 / 16,20
Radeon HD 7690M,Thames,"Dec 25th, 2011",MXM-A (3.0),"1024 MB, DDR3, 128 bit",725 MHz,900 MHz,480 / 24 / 16,20
Radeon HD 7690M Rebrand,Whistler,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",600 MHz,800 MHz,480 / 24 / 8,20
Radeon HD 8310G IGP,Scrapper Lite,Jul 2013,IGP,System Shared,424 MHz,System Shared,128 / 8 / 4,20
FireMV 2400 PCI,RV380,2008,PCI,"128 MB, DDR, 128 bit",500 MHz,500 MHz,4 / 2 / 4 / 4,20
FireMV 2400 PCIe x1,RV380,2008,PCIe 2.0 x1,"64 MB, DDR3, 128 bit",250 MHz,203 MHz,4 / 2 / 4 / 4,20
Mobility Radeon HD 5570,Pinewood,"Nov 23rd, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",550 MHz,800 MHz,400 / 20 / 8,20
Mobility Radeon HD 565v,M96,"May 5th, 2010",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",675 MHz,800 MHz,320 / 32 / 8,20
Radeon HD 2350 PRO,RV610,2007,PCIe 1.0 x16,"256 MB, DDR2, 64 bit",525 MHz,400 MHz,40 / 4 / 4,20
Radeon HD 2400,RV610,"Feb 19th, 2008",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",398 MHz,495 MHz,40 / 4 / 4,20
Radeon HD 2400 PRO,RV610,"Jun 28th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",525 MHz,400 MHz,40 / 4 / 4,20
Radeon HD 2400 PRO AGP,RV610,"Jun 28th, 2007",AGP 8x,"256 MB, DDR2, 64 bit",525 MHz,400 MHz,40 / 4 / 4,20
Radeon HD 2400 PRO PCI,RV610,"Jun 28th, 2007",PCI,"512 MB, DDR2, 64 bit",525 MHz,400 MHz,40 / 4 / 4,20
Radeon HD 3410,RV610,"May 7th, 2009",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",519 MHz,396 MHz,40 / 4 / 4,20
Radeon HD 4350,RV710,"Sep 30th, 2008",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",600 MHz,400 MHz,80 / 8 / 4,20
Radeon HD 4350 AGP,RV710,"Sep 30th, 2008",AGP 8x,"512 MB, DDR3, 64 bit",600 MHz,650 MHz,80 / 8 / 4,20
Radeon HD 4350 PCI,RV710,"Sep 30th, 2008",PCI,"512 MB, DDR2, 64 bit",600 MHz,400 MHz,80 / 8 / 4,20
Radeon HD 4350 PCIe x1,RV710,"Sep 30th, 2008",PCIe 2.0 x1,"512 MB, DDR2, 64 bit",600 MHz,400 MHz,80 / 8 / 4,20
HD Graphics 4400,Haswell GT2,"Sep 3rd, 2013",Ring Bus,System Shared,200 MHz,System Shared,160 / 20 / 2,20
HD Graphics 4400,Haswell GT2,"Sep 3rd, 2013",Ring Bus,System Shared,200 MHz,System Shared,160 / 20 / 2,20
HD Graphics 4600,Haswell GT2,"May 27th, 2013",Ring Bus,System Shared,400 MHz,System Shared,160 / 20 / 2,20
GeForce 8600M GS,G86,"May 1st, 2007",MXM-II,"512 MB, DDR2, 128 bit",450 MHz,400 MHz,16 / 8 / 4,20
GeForce 8600M GT,G84,"May 1st, 2007",MXM-II,"512 MB, GDDR3, 128 bit",475 MHz,700 MHz,32 / 16 / 8,20
GeForce 8600M GT,G84,"Dec 31st, 2007",MXM-II,"512 MB, DDR2, 128 bit",475 MHz,400 MHz,32 / 16 / 8,20
GeForce 8600M GT Mac Edition,G84,"Oct 5th, 2007",MXM-II,"512 MB, GDDR3, 128 bit",470 MHz,635 MHz,32 / 16 / 8,20
GeForce 9500M G,G96,"Jun 3rd, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",500 MHz,800 MHz,16 / 8 / 8,20
GeForce 9500M GS,G84,"Feb 1st, 2008",PCIe 1.0 x16,"512 MB, GDDR3, 128 bit",475 MHz,700 MHz,32 / 16 / 8,20
GeForce 9600M GS,G96C,"Jun 3rd, 2008",MXM-II,"1024 MB, GDDR3, 128 bit",430 MHz,800 MHz,32 / 16 / 8,20
GeForce GT 1030 DDR4,GP108,"Mar 12th, 2018",PCIe 3.0 x4,"2 GB, DDR4, 64 bit",1152 MHz,1050 MHz,384 / 24 / 16,20
GeForce GT 520MX,GF119,"May 30th, 2011",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",900 MHz,900 MHz,48 / 8 / 4,20
GeForce GT 640M LE,GK107,"Mar 22nd, 2012",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",500 MHz,900 MHz,384 / 32 / 16,20
GeForce Go 7900 GS,G71,"Apr 18th, 2006",MXM-II,"512 MB, GDDR3, 256 bit",375 MHz,500 MHz,20 / 7 / 20 / 16,20
GeForce Go 7900 SE,G73,"Apr 18th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",350 MHz,333 MHz,12 / 5 / 12 / 8,20
GeForce MX350,GP107,"Feb 10th, 2020",PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",1354 MHz,1752 MHz,640 / 32 / 16,20
GeForce MX350,GP107,"Feb 10th, 2020",PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",747 MHz,1752 MHz,640 / 32 / 16,20
ION,GT218,"Jun 3rd, 2008",PCIe 2.0 x16,System Shared,500 MHz,System Shared,16 / 8 / 4,20
ION,C7A-ION,"Jun 3rd, 2008",PCI,System Shared,450 MHz,System Shared,16 / 8 / 4,20
ION,C79,"Jun 3rd, 2008",PCI,System Shared,450 MHz,System Shared,16 / 8 / 4,20
ION,ION,"Jun 3rd, 2008",PCI,System Shared,450 MHz,System Shared,16 / 8 / 4,20
ION,ION,"Jun 3rd, 2008",PCI,System Shared,575 MHz,System Shared,16 / 8 / 4,20
ION 2,GT218,"Jun 3rd, 2008",PCIe 2.0 x16,System Shared,500 MHz,System Shared,16 / 8 / 4,20
ION HX,ION,"Jun 3rd, 2008",PCI,System Shared,450 MHz,System Shared,16 / 8 / 4,20
ION LE,ION,"Jun 3rd, 2008",PCI,System Shared,450 MHz,System Shared,16 / 8 / 4,20
NVS 310,GF119,"Jun 26th, 2012",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",523 MHz,875 MHz,48 / 8 / 4,20
Quadro FX 370M,G98,"Aug 15th, 2008",MXM-II,"256 MB, GDDR3, 64 bit",550 MHz,600 MHz,8 / 4 / 4,20
Quadro NVS 320M,G84,"Jun 9th, 2007",MXM-HE,"512 MB, GDDR3, 128 bit",575 MHz,700 MHz,32 / 16 / 8,20
Tegra 2 GPU,Tegra 2,"Jun 3rd, 2010",IGP,System Shared,300 MHz,System Shared,4 / 4 / 4 / 4,20
Tegra 3 GPU,Kal-El,"Nov 9th, 2011",IGP,System Shared,416 MHz,System Shared,8 / 4 / 8 / 8,20
Tegra 4 GPU,Wayne,"Aug 1st, 2013",IGP,System Shared,672 MHz,System Shared,48 / 24 / 4 / 4,20
Tegra 4i GPU,Wayne,"Feb 19th, 2013",IGP,System Shared,660 MHz,System Shared,48 / 12 / 2 / 2,20
Playstation 3 GPU 28nm,RSX-28nm,"Jun 3rd, 2013",IGP,"256 MB, GDDR3, 128 bit",550 MHz,650 MHz,24 / 8 / 24 / 8,21
Quadro FX 330,NV37,"Jun 28th, 2004",PCIe 1.0 x16,"64 MB, DDR2, 64 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,21
Quadro FX 350,G72,"Apr 20th, 2006",PCIe 1.0 x16,"128 MB, DDR2, 64 bit",550 MHz,405 MHz,4 / 3 / 4 / 2,21
Quadro NVS 290,G86,"Oct 4th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",459 MHz,400 MHz,16 / 8 / 4,21
Radeon 9600 XT,RV360,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",500 MHz,300 MHz,4 / 2 / 4 / 4,22
Radeon X1300 XT,RV530,"Aug 12th, 2006",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",500 MHz,400 MHz,12 / 5 / 4 / 4,22
Radeon X1300 XT AGP,RV530,"Aug 12th, 2006",AGP 8x,"256 MB, GDDR3, 128 bit",500 MHz,400 MHz,12 / 5 / 4 / 4,22
Radeon 7000,RV100,"Feb 19th, 2001",AGP 4x,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1 / 0 / 3 / 1,23
Radeon 7000 Mac Edition,RV100,"Mar 14th, 2004",AGP 4x,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1 / 0 / 3 / 1,23
Radeon 7000 Mac Edition PCI,RV100,"Mar 14th, 2004",PCI,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1 / 0 / 3 / 1,23
Radeon 7000 PCI,RV100,"Feb 19th, 2001",PCI,"32 MB, DDR, 64 bit",133 MHz,133 MHz,1 / 0 / 3 / 1,23
Radeon 7200,R100,"Apr 1st, 2000",AGP 4x,"32 MB, DDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,23
Radeon 7200,R100,"Jun 1st, 2000",AGP 4x,"32 MB, SDR, 128 bit",143 MHz,143 MHz,2 / 1 / 6 / 2,23
Radeon 7200 64 MB,R100,"Apr 1st, 2000",AGP 4x,"64 MB, DDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,23
Radeon 7500,RV200,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",290 MHz,230 MHz,2 / 1 / 6 / 2,23
Radeon 7500 LE,RV200,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,175 MHz,2 / 1 / 6 / 2,23
Radeon 7500 Mac Edition,RV200,"Apr 16th, 2002",AGP 4x,"32 MB, DDR, 128 bit",260 MHz,180 MHz,2 / 1 / 6 / 2,23
Radeon 8500,R200,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",275 MHz,275 MHz,4 / 2 / 8 / 4,23
Radeon 8500 LE,R200,"Feb 4th, 2002",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,4 / 2 / 8 / 4,23
Radeon DDR,Rage 6,"Apr 1st, 2000",AGP 4x,"32 MB, DDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,23
Radeon SDR,Rage 6,"Jun 1st, 2000",AGP 4x,"32 MB, SDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,23
Radeon SDR PCI,Rage 6,"Jun 1st, 2000",PCI,"32 MB, SDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,23
Radeon VE,Rage 6,"Feb 19th, 2001",AGP 4x,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1 / 0 / 3 / 1,23
